id,name,host_id,location_id,number_of_reviews,occupancy,price,room_type,host_listings_count
352,"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt",473113,351,104,93,120,Entire home/apt,1
353,Lovely 1BR in Tree-lined WBurg,509341,352,13,365,140,Entire home/apt,1
354,Spacious Loft in Clinton Hill,509918,353,4,356,200,Entire home/apt,1
355,"The Brooklyn Waverly, One Bedroom",116599,354,11,0,165,Private room,3
356,LOVELY APARTMENT IN THE HEART OF NY,31374,355,1,184,125,Entire home/apt,3
357,Groovy NYC Chelsea Pad,520279,356,19,176,130,Entire home/apt,1
358,Comfortable Cozy Space in El Barrio,522065,357,131,365,65,Shared room,2
359,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,522164,358,15,176,123,Entire home/apt,1
360,"MANHATTAN Neat, Nice, Bright ROOM",523218,359,136,69,67,Private room,1
361,Bienvenue,526653,360,43,277,50,Private room,1
362,Large Brand New Park Slope 1BR,526805,361,98,330,130,Entire home/apt,1
363,Colorful Artistic Williamsburg Apt,530032,362,31,365,100,Private room,1
364,UWS Brownstone Near Central Park,178043,363,45,330,212,Entire home/apt,1
365,Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,465278,364,124,6,190,Entire home/apt,1
366,2 BR w/ Terrace @ Box House Hotel,417504,365,9,305,599,Private room,28
367,BOHEMIAN EAST VILLAGE 2 BED HAVEN,251176,366,166,0,249,Entire home/apt,2
368,Oceanfront Apartment in Rockaway,547386,367,13,30,70,Private room,1
369,Private 1-Bedroom Apt in Townhouse,322716,368,15,83,100,Entire home/apt,5
370,Bright Room With A Great River View,551055,369,380,118,60,Private room,2
371,Tree lined block modern apartment,552679,370,86,263,135,Entire home/apt,1
372,Sweet Historic Greenpoint Duplex,306739,371,248,91,175,Entire home/apt,3
373,Riverside Charm with Fire Place,3088389,372,49,164,120,Entire home/apt,1
374,"Very Central, Nomad/Chelsea Loft Studio",568568,373,54,267,169,Entire home/apt,1
375,Sunny 3BR Apt Ideal for Family  ,572527,374,3,208,165,Entire home/apt,1
376,Cozy Private Room in West Harlem!,573316,375,1,365,90,Private room,1
377,UES Quiet & Spacious 1 bdrm for 4,571952,376,56,53,225,Entire home/apt,1
378,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,377,163,34,95,Private room,2
379,Brooklyn- Crown Heights Garden Apt.,314582,378,247,90,55,Private room,2
380,Cozy room in Time Square!,275582,379,116,191,85,Private room,1
381,Large Park Slope Townhouse Duplex,579495,380,27,142,199,Entire home/apt,2
382,Lower East Side 2 Bedroom Apt,314941,381,52,4,211,Entire home/apt,3
383,"Manhattan Studio, Perfect Location",582598,382,39,365,145,Entire home/apt,1
384,Sun-Drenched Hamilton Hts Jewel   ,567187,383,35,82,65,Private room,1
385,Your Stunning Vacation Apartment!,127772,384,320,145,99,Entire home/apt,1
386,1 BDRM Apt-Weekend Sublease,585166,385,30,2,110,Entire home/apt,1
387,ROOM WITH A  KITCHENETTE,209460,386,225,50,80,Entire home/apt,4
388,"Conveniently Located, Sunny Brooklyn Heights!",593115,387,95,84,150,Entire home/apt,1
389,Style in Stuyvesant Heights,2248897,388,70,82,110,Entire home/apt,1
390,Heart of Meatpacking & Chelsea,585458,389,35,345,290,Private room,1
391,Spacious East Village apt near it all,599354,390,0,365,87,Private room,1
392,Williamsburg apartment right by the subway,138069,391,50,34,190,Entire home/apt,1
393,Spacious Brooklyn Loft - 2 Bedroom,262812,392,29,329,200,Entire home/apt,1
394,"Park Slope Apt:, Spacious 2 bedroom",611716,393,23,358,165,Entire home/apt,2
395,NYC Studio for Rent in Townhouse,617990,394,142,64,110,Entire home/apt,2
396,⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,622460,395,70,195,395,Entire home/apt,1
397,Authentic New York City Living ,622855,396,38,58,99,Private room,2
398,SUPER BIG AND COZY PRIVATE BEDROOM,308652,397,82,0,39,Private room,2
399,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,627217,398,403,164,189,Entire home/apt,3
400,Gorgeous Upper West Side Apartment,620288,399,3,365,85,Private room,1
401,"Luxe, Spacious 2BR 2BA Nr Trains",23276,400,3,49,260,Entire home/apt,1
402,City Room - Street View Apt,256161,401,116,94,122,Entire home/apt,5
403,Cozy and Bright One Bedroom in BK,275563,402,175,226,165,Entire home/apt,1
404,Forest Hills Apt minutes to midtown Manhattan,85330,403,28,156,97,Entire home/apt,3
405,Spacious West Village 1 b/room King,651390,404,24,365,170,Entire home/apt,1
406,Perfect Williamsburg Summer Haven,507186,405,15,365,125,Entire home/apt,1
407,Midtown cozy convenient,653405,406,105,172,130,Private room,1
408,Prime Williamsburg Apartment,652842,407,22,313,225,Entire home/apt,1
409,"Private, spacious room in Brooklyn",663764,408,263,229,50,Private room,2
410,Garden apartment close to Manhattan,663879,409,86,79,170,Entire home/apt,2
411,The Ground Studio - West Side,665013,410,10,365,132,Entire home/apt,1
412,Stunning arty 3200sf 3FLR+3BR townhome w/terrace,663384,411,18,347,250,Entire home/apt,1
413,Sunny and Spacious Designer's Home,674970,412,8,356,141,Entire home/apt,1
414,"Spacious,Sunny, private one bedroom",680818,413,70,362,64,Entire home/apt,1
415,Truly Amazing Oasis In The City,622866,414,150,88,249,Entire home/apt,1
416,Holiday Time in NY - Oh My!!,683975,415,115,365,79,Private room,1
417,"East Village, King-Sized, Charmer",686147,416,69,132,185,Entire home/apt,1
418,Affordable Furnished Apartment,686768,417,232,144,120,Entire home/apt,1
419,Architect's Brownstone,687361,418,35,10,495,Entire home/apt,1
420,LUXURY SOHO 2 Bedroom Apt ,689661,419,18,365,375,Entire home/apt,1
421,Charming Nolita Apartment!!,630453,420,68,88,175,Entire home/apt,1
422,"EAST VILLAGE STUDIO, sunny & quiet",277747,421,22,365,150,Entire home/apt,1
423,LUXURY OF THE HORIZON,616825,422,17,22,259,Entire home/apt,1
424,1 Bdrm in 4 Bdrm dupelx/roof deck,299755,423,34,365,96,Private room,1
425,The Heart of Prime Williamsburg,404424,424,8,365,145,Entire home/apt,1
426,Parisian apartment in Chelsea,703156,425,0,365,200,Entire home/apt,1
427,Cozy 2 Bedroom with Private Garden,706418,426,2,365,95,Entire home/apt,1
428,Three-bedroom house in a quiet neighborhood,709434,427,52,177,250,Entire home/apt,1
429,Beautiful Duplex w/Private Garden,709334,428,74,101,295,Entire home/apt,2
430,NYC - Sunny Greenwich Village 1br,715807,429,18,365,175,Entire home/apt,1
431,Garage Designer Loft,716064,430,72,34,451,Entire home/apt,1
432,Best City Area Columbia U Upper West Side C Park,718349,431,191,129,165,Entire home/apt,1
433,Your own apartment off Park Avenue,720320,432,0,365,250,Entire home/apt,1
434,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,716306,433,197,56,77,Entire home/apt,1
435,Lower East Side 2 Bed Apt.,726333,434,19,365,250,Entire home/apt,1
436,Astoria-Private Home NYC-,722320,435,414,120,129,Entire home/apt,1
437,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",216191,436,8,365,98,Private room,4
438,Park Slope Apartment,731855,437,0,357,150,Entire home/apt,1
439,CHARMING PRIVATE BEDROOM EAST VILLAGE,731904,438,25,6,95,Private room,1
440,City Room - Semi Private Bedroom,256161,439,119,32,55,Private room,5
441,Cozy apartment in a brownstone,732535,440,203,107,300,Entire home/apt,3
442,Female Only Clean15min to Manhattan,733894,441,53,129,42,Private room,3
443,Greenpoint Spacious Loft,737585,442,104,343,125,Entire home/apt,1
444,Private E. Village Townhouse Stay,739499,443,175,129,175,Private room,1
445,Harlem/Hamilton Heights Cozy Room,745069,444,38,0,75,Private room,3
446,Incredible Prime Williamsburg Loft!,656841,445,39,276,255,Entire home/apt,1
447,Large  Loft Style  Studio  Space,757166,446,88,201,72,Entire home/apt,1
448,Hancock Town House!-Stuyvesant Mews,758441,447,27,54,165,Private room,4
449,Entire Apt in Heart of Williamsburg,573065,448,117,342,165,Entire home/apt,1
450,Clinton Hill + Free Coffee = #smile,759583,449,43,0,75,Private room,2
451,"Nice, cozy, neat apt Greenpoint,BK",762563,450,4,365,130,Entire home/apt,1
452,PRIVATE and SUNNY Williamsburg Apt!,465589,451,385,143,139,Entire home/apt,1
453,Purple Room for 2/3 in brownstone $1450 per month,54275,452,64,127,88,Private room,3
454,Red Room for two in Brownstone for $1355/mo,54275,453,39,147,80,Private room,3
455,"Chelsea living, 2BR best location",759883,454,37,365,150,Private room,1
456,LOCATION LOCATION LOCATION UWS 60's,769247,455,10,365,200,Entire home/apt,1
457,In the heart of East Village,770831,456,103,130,200,Entire home/apt,1
458,Sunny 15min to Manhattan LADY only,733894,457,41,119,42,Private room,3
459,Surfer room 15mins to downtown NYC!,772300,458,3,365,90,Private room,1
460,Manhattan Penthouse-Max.12 guests,1856604,459,227,118,295,Entire home/apt,1
461,Prime Williamsburg 3 BR with Deck,776490,460,37,350,450,Entire home/apt,1
462,Beautiful Brooklyn Oasis ,776645,461,29,246,130,Entire home/apt,1
463,Blue Room in Awesome Artist's Apartment!,242506,462,205,365,89,Private room,3
464,Cool & Spacious Harlem Artist Flat,781647,463,42,131,198,Entire home/apt,2
465,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,464,280,108,99,Entire home/apt,3
466,Greenpoint Loft / Le Chez Andrea,32169,465,86,15,46,Private room,3
467,"*SoHo: Clean, Safe, Private, Peaceful Bedroom (A)*",69439,466,54,144,140,Private room,1
468,Amazing Brownstone in Best Brooklyn,787273,467,7,365,500,Entire home/apt,1
469,Couldn't Be Closer To Columbia Uni2,867225,468,57,164,75,Private room,2
470,Lady only Curtain-divided room,733894,469,31,204,33,Private room,3
471,Nice Manhattan Apt Near Central Park and Subway,791287,470,188,106,250,Entire home/apt,1
472,LG Private Room/Family Friendly,792159,471,480,365,60,Private room,1
473,Spacious Quiet rm - 20mins to Midtown,793620,472,34,143,75,Private room,1
474,"3 BR, Beautiful Brooklyn Duplex",795640,473,6,365,350,Entire home/apt,1
475,Spacious modern studio apartment in Manhattan,306605,474,3,289,205,Entire home/apt,2
476,Gorgeous Duplex + Garden,795889,475,2,365,219,Entire home/apt,1
477,CBG# 4Tiny room w/ huge window/AC,22486,476,20,107,60,Private room,6
478,Charming upper west side apartment,789257,477,129,351,185,Entire home/apt,1
479,Light-filled East Village Delight,800982,478,147,338,190,Entire home/apt,1
480,"Sunny, quiet, legal homelike suite-Pk Slope South",720558,479,101,198,105,Entire home/apt,1
481,Spacious Duplex in Brownstone!,803086,480,11,297,250,Entire home/apt,2
482,Lovely Vintage Haven—Heart of UWS,747698,481,11,7,175,Entire home/apt,1
483,Modern Space in Charming Pre-war,805344,482,41,306,65,Private room,2
484,Warehouse Loft with Garden view,806112,483,87,365,75,Entire home/apt,1
485, Affordable & Cozy ,806214,484,117,133,37,Private room,1
486,Creative Vintage Loft in S. Williamsburg,806774,485,86,350,85,Entire home/apt,2
487,Very close to Downtown Awesome Private Apartment,807642,486,0,365,106,Entire home/apt,2
488,The Happy home!,812814,487,15,365,79,Entire home/apt,1
489,"Fort Greene, Brooklyn: Front Bedroom",67778,488,35,204,85,Private room,2
490,Gorgeous 1 bdrm in huge duplex!,803086,489,17,277,170,Private room,2
491,"Sunny, cozy room in Lower East Side",302772,490,3,28,115,Private room,2
492,Large Quiet Bedroom Near Columbia U,781647,491,43,118,89,Private room,2
493,Cozy Pre-War Harlem Apartment,826192,492,168,117,49,Shared room,1
494,spacious studio,826459,493,241,78,91,Private room,1
495,"Elegant 2-BR duplex, Union Square",829652,494,105,61,400,Entire home/apt,1
496,Cozy private family home in Bushwick,833926,495,11,365,150,Entire home/apt,1
497,Luxury 2Bed/2.5Bath Central Park View,836168,496,30,365,2000,Entire home/apt,11
498,Cosy Sunny 1brm in Prospect Heights,842125,497,31,172,97,Entire home/apt,1
499,East Village bedroom w rooftop,844862,498,49,322,100,Private room,2
500,Williamsburg Home Away From Home!,846309,499,23,340,179,Entire home/apt,1
501,Brand New Beautiful Duplex Apartment with Garden,848748,500,20,238,500,Entire home/apt,2
502,"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",848960,501,18,365,429,Entire home/apt,1
503,SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,849492,502,90,62,189,Entire home/apt,1
504,High-end doorman bldg in the LES,21475,503,99,20,120,Private room,1
505,Spring & Mulberry 2 Bedroom Apartment,314941,504,6,250,300,Entire home/apt,3
506,Ultra Modern NYC Garden Apartment,864735,505,21,165,107,Entire home/apt,8
507,Modern Garden Apartment in NYC,864735,506,24,94,95,Entire home/apt,8
508,Gorgeous Entire Manhattan Townhouse,872121,507,111,353,199,Entire home/apt,1
509,Cozy studio Apartment in Upper East,39260,508,86,97,120,Entire home/apt,1
510,Historic classic central cozy Village clean NYU,872805,509,66,276,199,Entire home/apt,2
511,A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273,510,271,18,125,Entire home/apt,2
512,Williamsburg bedroom by Bedford Ave,876054,511,227,328,70,Private room,1
513,Clean and bright with a comfortable atmosphere,889106,512,80,365,75,Private room,1
514,WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,871727,513,5,6,100,Private room,1
515,Historic Brooklyn Studio Apartment,279078,514,187,78,99,Entire home/apt,2
516,Comfort at Crossroads of Downtown,904833,515,2,365,250,Entire home/apt,1
517,"""The Oasis"" on Bedford Williamsburg",906200,516,1,132,350,Entire home/apt,1
518,"Large, sunny garden apartment.",909146,517,67,236,170,Entire home/apt,1
519,UNION SQUARE/ E. VILL 1BR BEAUTIFUL,909234,518,63,365,165,Entire home/apt,1
520,Hell's Kitchen Funky 80's Hideaway!,179020,519,89,12,99,Private room,1
521,Room in Chic Modern High Line Luxury- New!,912541,520,1,0,255,Private room,1
522,Family & Friends in New York City,489400,521,177,68,169,Entire home/apt,1
523,Spacious & Comfy BK Brownstone,915640,522,90,309,99,Entire home/apt,1
524,Large Luxury Upper East Side Studio,918866,523,39,321,169,Entire home/apt,1
525,Chateau Style Brooklyn Loft for Singles or Couples,920542,524,42,10,160,Entire home/apt,1
526,Lovely Brooklyn Brownstone 1BR!,922922,525,33,209,215,Entire home/apt,1
527,Beautiful Grdn. Apt. in Park Slope,874471,526,179,92,130,Entire home/apt,1
528,Sun-drenched East Village Penthouse,923915,527,81,91,110,Private room,2
529,Columbus Circle Luxury Bldg - Private Room&Bath,936114,528,43,107,150,Private room,2
530,Bright Private Bedroom in Williamsburg (Bedford L),302936,529,52,89,65,Private room,1
531,"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",938056,530,160,300,75,Private room,1
532,Quiet Chelsea Studio w/Charm,48599,531,23,365,149,Entire home/apt,2
533,Large Room Overlooking Central Park,936830,532,35,185,89,Private room,1
534,"Cheerful, comfortable room",940724,533,225,22,50,Private room,1
535,Hospitality on Propsect Pk-12 yrs Hosting Legally!,949221,534,401,322,43,Private room,2
536,"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",949221,535,72,269,42,Private room,2
537,Loft Style Apt in Williamsburg,304493,536,46,306,85,Private room,1
538,2 Beds over Bed-Stuy,953279,537,83,110,139,Entire home/apt,1
539,"Sunny, Large, Park Slope Bedroom",611716,538,211,113,105,Private room,2
540,Huge Bklyn Loft w Private Roofdeck,953565,539,15,365,265,Entire home/apt,1
541,Quiet Jr Alcove Near Times Square!,960836,540,122,345,149,Entire home/apt,1
542,Large room in elevator drman bldg,964482,541,295,177,68,Private room,2
543,"Comfy, Cozy, Brooklyn close to Manhattan",289135,542,207,61,99,Entire home/apt,1
544,Modern Bedroom in Hamilton Heights,971075,543,50,327,75,Private room,2
545,Sunny Space in Williamsburg,973438,544,273,111,100,Private room,1
546,Best Manhattan Studio Deal!   ,933378,545,0,365,90,Shared room,1
547,STYLISH EAST VILLAGE FLAT,568325,546,25,319,160,Entire home/apt,1
548,Serene Park Slope Garden Apartment,988350,547,105,37,190,Entire home/apt,1
549,Cozy and spacious - rare for NYC!,918087,548,72,365,67,Private room,3
550,Beautiful UES apartment,1000477,549,8,365,190,Entire home/apt,1
551,St. James Pl Garden Studio 1block to PRATT &Gtrain,51038,550,58,166,248,Entire home/apt,6
552,"Great, spacious apt in Williamsburg",903686,551,8,116,100,Private room,1
553,Comfortable. Spacious. Private Room.,464506,552,172,301,95,Private room,2
554,Modern Condo in Midtown,1007558,553,330,254,150,Private room,1
555,Ideal Brooklyn Brownstone Apartment,1010242,554,123,78,145,Entire home/apt,1
556,"A Cozy Oasis in Bushwick, NY",1011426,555,55,79,41,Private room,1
557,Private Entrance - Private Parking,1012691,556,87,102,120,Entire home/apt,1
558,Yankee Stadium Oasis 2 stops to Manhattan!,12221,557,258,89,50,Private room,2
559,"Sunny, Spacious Studio in Ft.Greene",1014639,558,4,365,157,Entire home/apt,1
560,Williamsburg Exposed Brick Loft,1017473,559,31,102,195,Entire home/apt,1
561,Bright Modern Charming Housebarge,1018472,560,128,275,70,Entire home/apt,2
562,Central Bedford Avenue Apartment,1024355,561,14,365,185,Entire home/apt,1
563,Welcome to Brooklyn! Bed-Stuy,1029021,562,30,354,145,Entire home/apt,3
564,Sunnyside NYC/ AC room/ city views/ near Midtown,1031148,563,258,78,50,Private room,1
565,Greenpoint Waterfront Loft,306739,564,228,364,185,Entire home/apt,3
566,East Village House -- Unique!,272730,565,60,365,250,Entire home/apt,1
567,2-bedroom share in heart of Greenwich Village!,666271,566,9,27,80,Private room,1
568,1 Bedroom Pre War apt,1094178,567,179,321,230,Entire home/apt,1
569,Quiet One Bedroom in Park Slope,1096084,568,9,365,100,Entire home/apt,1
570,CreaTive Live-In Artspace/Birdsnest,293130,569,1,360,40,Private room,1
571,RARE Penthouse Oasis featured on DesignSponge,800223,570,25,365,200,Private room,1
572,New Clean Spacious Bed & Breakfast,1109658,571,2,207,80,Private room,1
573,"Sunny, calm room in Victorian home",1112560,572,152,173,79,Private room,3
574,Modern Unique Studio in NYC,864735,573,24,7,95,Entire home/apt,8
575,"2 Bed, 2 Bath Apartment on Central Park West",1114587,574,45,334,300,Entire home/apt,3
576,"Luxury Furnished 1 bedro, Bay Ridge",1121193,575,7,124,100,Entire home/apt,1
577,Your Haven in the Upper West Side,1129218,576,19,80,80,Private room,1
578,"Wonderful Studio In Brooklyn, NY!!!",447754,577,24,182,110,Entire home/apt,1
579,A Cozy Brooklyn Hideaway,759583,578,8,176,172,Entire home/apt,2
580,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,579,29,203,199,Entire home/apt,2
581,✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿,1138692,580,14,207,199,Entire home/apt,2
582,"Lovely Bdr in Harlem, Manhattan",1139574,581,33,281,100,Private room,1
583,THE BEST DEAL ON THE HUDSON RIVER!!,921500,582,99,105,55,Private room,1
584,Lovely HUGE Master Bed + Study,918087,583,59,365,75,Private room,3
585,Newly Reno’d Chic Quiet Exec 1BR,1144415,584,142,199,146,Entire home/apt,1
